,日期,未加收益总额,当天收益,增加收益总额
585,20170908.0,3000.0,0.0,3000.0
586,20170909.0,3000.0,0.0,3000.0
587,20170910.0,3000.0,0.0,3000.0
588,20170911.0,3000.0,0.0,3000.0
589,20170912.0,3000.0,0.0,3000.0
590,20170913.0,3000.0,0.0,3000.0
591,20170914.0,3000.0,0.0,3000.0
592,20170915.0,3000.0,0.0,3000.0
593,20170916.0,3000.0,0.0,3000.0
594,20170917.0,3000.0,0.0,3000.0
595,20170918.0,3000.0,0.0,3000.0
596,20170919.0,3000.0,0.0,3000.0
597,20170920.0,3000.0,0.0,3000.0
598,20170921.0,3000.0,0.0,3000.0
599,20170922.0,3000.0,0.0,3000.0
600,20170923.0,3000.0,0.0,3000.0
601,20170924.0,3000.0,0.0,3000.0
602,20170925.0,3000.0,0.0,3000.0
603,20170926.0,3000.0,0.0,3000.0
604,20170927.0,3000.0,0.0,3000.0
605,20170928.0,3000.0,0.0,3000.0
606,20170929.0,3000.0,0.0,3000.0
607,20170930.0,3000.0,0.0,3000.0
608,20171001.0,3000.0,0.0,3000.0
609,20171002.0,3000.0,0.0,3000.0
610,20171003.0,3000.0,0.0,3000.0
611,20171004.0,3000.0,0.0,3000.0
612,20171005.0,3000.0,0.0,3000.0
613,20171006.0,3000.0,0.0,3000.0
614,20171007.0,3000.0,0.0,3000.0
615,20171008.0,3000.0,0.0,3000.0
616,20171009.0,3000.0,0.0,3000.0
617,20171010.0,3000.0,0.0,3000.0
618,20171011.0,3000.0,0.0,3000.0
619,20171012.0,3000.0,0.0,3000.0
620,20171013.0,3000.0,0.0,3000.0
621,20171014.0,3000.0,0.0,3000.0
622,20171015.0,3000.0,0.0,3000.0
623,20171016.0,3000.0,0.0,3000.0
624,20171017.0,3000.0,0.0,3000.0
625,20171018.0,3000.0,0.0,3000.0
626,20171019.0,3000.0,0.0,3000.0
627,20171020.0,3000.0,0.0,3000.0
628,20171021.0,3000.0,0.0,3000.0
629,20171022.0,11000.0,0.0,11000.0
630,20171023.0,11000.0,0.0,11000.0
